Month,4YO,5YO,3-5YO Avg.
Jan-16,70000,57000,73000
Mar-16,66000,47000,79000
May-16,63000,51000,79000
Jul-16,60000,45000,75000
Sep-16,60000,40000,74000
Nov-16,58000,40000,72000
Jan-17,55000,41000,72000
Mar-17,62000,45000,80000
May-17,62000,47000,78000
Jul-17,60000,45000,78000
Sep-17,58000,43000,75000
Nov-17,55000,40000,71000
Jan-18,67000,44000,84000
Mar-18,64000,46000,91000
May-18,63000,51000,82000
Jul-18,64000,53000,82000
Sep-18,63000,52000,78000
Nov-18,62000,50000,74000
Jan-19,72000,58000,87000
Mar-19,70000,59000,96000
May-19,70000,59000,92000
Jul-19,68000,55000,84000
Sep-19,65000,52000,81000
Nov-19,62000,50000,78000
Jan-20,64000,48000,73000
Mar-20,62000,42000,88000
May-20,52000,39000,68000
