Month,4YO,5YO,3-5YO Avg.
Jan-16,70000,57000,73000
Mar-16,67000,47000,79000
May-16,63000,45000,80000
Jul-16,60000,48000,77000
Sep-16,59000,45000,74000
Nov-16,58000,41000,73000
Jan-17,70000,41000,80000
Mar-17,64000,45000,77000
May-17,62000,50000,79000
Jul-17,61000,47000,81000
Sep-17,59000,44000,73000
Nov-17,54000,40000,70000
Jan-18,69000,40000,92000
Mar-18,66000,46000,78000
May-18,66000,45000,77000
Jul-18,67000,50000,81000
Sep-18,65000,51000,78000
Nov-18,64000,53000,76000
Jan-19,72000,52000,95000
Mar-19,70000,58000,81000
May-19,67000,58000,79000
Jul-19,65000,57000,77000
Sep-19,63000,54000,74000
Nov-19,59000,46000,72000
Jan-20,66000,44000,88000
Mar-20,63000,42000,84000
May-20,53000,38000,63000
Jul-20,53000,38000,70000
