Month,4YO,5YO,3-5YO Avg.
Jan-16,70000,58000,72000
Feb,68000,55000,79000
Mar,66000,51000,81000
Apr,65000,44000,82000
May,63000,46000,78000
Jun,62000,51000,75000
Jul,61000,48000,74000
Aug,60000,47000,73000
Sep,59000,48000,73000
Oct,58000,45000,71000
Nov,57000,43000,70000
Dec,56000,41000,68000
Jan-17,68000,52000,78000
Feb,66000,48000,79000
Mar,64000,45000,81000
Apr,62000,44000,78000
May,61000,44000,76000
Jun,61000,44000,74000
Jul,60000,46000,72000
Aug,59000,45000,71000
Sep,57000,43000,70000
Oct,55000,41000,69000
Nov,53000,40000,68000
Dec,51000,40000,67000
Jan-18,67000,52000,70000
Feb,64000,47000,85000
Mar,63000,46000,86000
Apr,63000,46000,84000
May,63000,47000,82000
Jun,63000,48000,82000
Jul,63000,49000,82000
Aug,63000,50000,83000
Sep,63000,51000,81000
Oct,63000,52000,83000
Nov,62000,51000,80000
Dec,61000,52000,79000
Jan-19,72000,60000,94000
Feb,71000,58000,90000
